fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,delivery_status,actual_delivery_date,delay_reason,delivery_partner
FUL_001968,ORD_001968,Abu Dhabi Hub,Zone F,2025-12-03 23:32:55,Failed,2025-12-05 23:32:55,,FastTrack
FUL_001969,ORD_001969,Abu Dhabi Hub,Zone C,2025-12-22 22:40:16,On Time,2025-12-22 22:40:16,,SpeedLink
FUL_001970,ORD_001970,Abu Dhabi Hub,Zone B,2025-11-06 21:44:56,Pending,,,FastTrack
FUL_001971,ORD_001971,Sharjah Hub,Zone C,2026-01-02 08:43:41,On Time,2026-01-02 08:43:41,,FastTrack
FUL_001972,ORD_001972,Dubai Hub,Zone E,2025-10-11 17:11:04,OnTime,2025-10-11 17:11:04,,SpeedLink
FUL_001973,ORD_001973,Sharjah Hub,Zone E,2025-12-30 04:01:15,On Time,2025-12-30 04:01:15,,QuickShip
FUL_001974,ORD_001974,Dubai Hub,Zone B,2025-12-01 06:34:04,On Time,2025-12-01 06:34:04,,SpeedLink
FUL_001975,ORD_001975,Abu Dhabi Hub,Zone A,2025-11-11 01:56:40,On Time,2025-11-11 01:56:40,,FastTrack
FUL_001976,ORD_001976,Sharjah Hub,Zone F,2025-10-12 10:09:54,On Time,2025-10-12 10:09:54,,SpeedLink
FUL_001977,ORD_001977,Dubai Hub,Zone E,2025-10-24 13:09:08,Failed,2025-10-28 13:09:08,,SpeedLink
FUL_001978,ORD_001978,Sharjah Hub,Zone E,2025-12-08 01:13:25,On Time,2025-12-08 01:13:25,,QuickShip
FUL_001979,ORD_001979,Abu Dhabi Hub,Zone B,2025-12-05 23:59:20,On Time,2025-12-04 23:59:20,,QuickShip
FUL_001980,ORD_001980,Dubai Hub,Zone F,2025-10-31 18:54:20,On Time,2025-10-30 18:54:20,,SpeedLink
FUL_001981,ORD_001981,Abu Dhabi Hub,Zone E,2025-12-31 09:29:46,Pending,,,SpeedLink
FUL_001982,ORD_001982,Sharjah Hub,Zone E,2025-12-27 20:34:11,Delayed,2025-12-30 20:34:11,Warehouse Delay,SpeedLink
FUL_001983,ORD_001983,Dubai Hub,Zone D,2025-10-27 04:13:01,Pending,,,FastTrack
FUL_001984,ORD_001984,Abu Dhabi Hub,Zone F,2025-10-09 07:45:49,On Time,2025-10-08 07:45:49,,SpeedLink
FUL_001985,ORD_001985,Abu Dhabi Hub,Zone F,2026-01-03 17:38:45,On Time,2026-01-02 17:38:45,,QuickShip
FUL_001986,ORD_001986,Abu Dhabi Hub,Zone E,2025-10-23 11:34:20,Delayed,2025-10-27 11:34:20,Customer Unavailable,FastTrack
FUL_001987,ORD_001987,Sharjah Hub,Zone D,2026-01-02 16:36:32,Delayed,2026-01-05 16:36:32,Warehouse Delay,QuickShip
FUL_001988,ORD_001988,Sharjah Hub,Zone F,2025-11-05 03:47:13,On Time,2025-11-05 03:47:13,,SpeedLink
FUL_001989,ORD_001989,Dubai Hub,Zone D,2026-01-08 16:22:31,On Time,2026-01-08 16:22:31,,FastTrack
FUL_001990,ORD_001990,Abu Dhabi Hub,Zone C,2025-10-12 09:02:27,On Time,2025-10-12 09:02:27,,SpeedLink
FUL_001991,ORD_001991,Sharjah Hub,Zone C,2025-12-12 03:32:25,on-time,2025-12-12 03:32:25,,FastTrack
FUL_001992,ORD_001992,Dubai Hub,Zone B,2025-10-29 04:31:02,On Time,2025-10-29 04:31:02,,QuickShip
FUL_001993,ORD_001993,Abu Dhabi Hub,Zone E,2025-10-22 20:34:43,On Time,2025-10-22 20:34:43,,QuickShip
FUL_001994,ORD_001994,Dubai Hub,Zone D,2025-12-15 08:59:59,On Time,2025-12-15 08:59:59,,QuickShip
FUL_001995,ORD_001995,Dubai Hub,Zone C,2025-10-16 15:43:09,On Time,2025-10-15 15:43:09,,FastTrack
FUL_001996,ORD_001996,Sharjah Hub,Zone C,2025-10-20 16:29:03,On Time,2025-10-19 16:29:03,,FastTrack
FUL_001997,ORD_001997,Abu Dhabi Hub,Zone F,2025-12-22 18:02:00,On Time,2025-12-22 18:02:00,,SpeedLink
FUL_001998,ORD_001998,Sharjah Hub,Zone D,2025-11-08 00:50:48,On Time,2025-11-08 00:50:48,,QuickShip
FUL_001999,ORD_001999,Abu Dhabi Hub,Zone A,2025-11-14 20:45:55,On Time,2025-11-13 20:45:55,,SpeedLink
FUL_002000,ORD_002000,Sharjah Hub,Zone D,2025-11-26 16:04:44,On Time,2025-11-26 16:04:44,,SpeedLink
FUL_002001,ORD_002001,Abu Dhabi Hub,Zone F,2025-10-18 06:23:58,Delayed,2025-10-19 06:23:58,Customer Unavailable,SpeedLink
FUL_002002,ORD_002002,Dubai Hub,Zone F,2025-11-26 02:36:39,Delayed,2025-11-28 02:36:39,Address Issue,QuickShip
FUL_002003,ORD_002003,Sharjah Hub,Zone C,2025-10-21 00:55:28,Delayed,2025-10-23 00:55:28,Address Issue,QuickShip
FUL_002004,ORD_002004,Dubai Hub,Zone A,2025-11-29 07:25:50,On Time,2025-11-29 07:25:50,,FastTrack
FUL_002005,ORD_002005,Dubai Hub,Zone E,2025-12-23 01:19:34,OnTime,2025-12-23 01:19:34,,SpeedLink
FUL_002006,ORD_002006,Sharjah Hub,Zone D,2025-10-31 15:30:08,On Time,2025-10-30 15:30:08,,SpeedLink
FUL_002007,ORD_002007,Sharjah Hub,,2025-12-13 11:54:26,Delayed,2025-12-15 11:54:26,Warehouse Delay,FastTrack
FUL_002008,ORD_002008,Abu Dhabi Hub,Zone A,2025-12-13 22:42:47,On Time,2025-12-13 22:42:47,,FastTrack
FUL_002009,ORD_002009,Abu Dhabi Hub,Zone E,2025-11-09 09:28:30,Delayed,2025-11-16 09:28:30,Traffic/Weather,QuickShip
FUL_002010,ORD_002010,Dubai Hub,Zone E,2025-10-17 15:52:34,On Time,2025-10-16 15:52:34,,SpeedLink
FUL_002011,ORD_002011,Sharjah Hub,Zone F,2025-12-08 02:43:12,On Time,2025-12-08 02:43:12,,SpeedLink
FUL_002012,ORD_002012,Sharjah Hub,Zone B,2026-01-01 20:57:36,On Time,2026-01-01 20:57:36,,QuickShip
FUL_002013,ORD_002013,Dubai Hub,Zone C,2025-11-16 05:19:34,On Time,2025-11-16 05:19:34,,QuickShip
FUL_002014,ORD_002014,Dubai Hub,Zone C,2025-12-31 17:00:04,On Time,2025-12-30 17:00:04,,SpeedLink
FUL_002015,ORD_002015,Sharjah Hub,Zone F,2025-11-10 12:30:23,OnTime,2025-11-10 12:30:23,,QuickShip
FUL_002016,ORD_002016,Abu Dhabi Hub,Zone E,2025-10-24 03:04:00,Delayed,2025-10-31 03:04:00,Warehouse Delay,FastTrack
FUL_002017,ORD_002017,Abu Dhabi Hub,Zone E,2025-10-15 04:33:51,Pending,,,SpeedLink
FUL_002018,ORD_002018,Dubai Hub,Zone B,2025-10-30 00:13:09,Failed,2025-11-01 00:13:09,,FastTrack
FUL_002019,ORD_002019,Abu Dhabi Hub,Zone D,2025-10-13 14:55:25,On Time,2025-10-13 14:55:25,,QuickShip
FUL_002020,ORD_002020,Dubai Hub,Zone A,2025-12-10 10:49:25,On Time,2025-12-10 10:49:25,,QuickShip
FUL_002021,ORD_002021,Dubai Hub,Zone C,2025-11-05 23:57:33,Delayed,2025-12-09 23:57:33,Rider Unavailable,QuickShip
FUL_002022,ORD_002022,Dubai Hub,Zone A,2025-12-28 23:55:47,On Time,2025-12-27 23:55:47,,QuickShip
FUL_002023,ORD_002023,Sharjah Hub,Zone E,2025-10-24 04:25:58,On Time,2025-10-23 04:25:58,,SpeedLink
FUL_002024,ORD_002024,Abu Dhabi Hub,Zone F,2025-11-08 17:51:50,On Time,2025-11-08 17:51:50,,QuickShip
FUL_002025,ORD_002025,Sharjah Hub,Zone B,2025-12-09 00:39:07,Delayed,2025-12-14 00:39:07,Traffic/Weather,FastTrack
FUL_002026,ORD_002026,Dubai Hub,Zone F,2025-10-08 04:11:04,On Time,2025-10-07 04:11:04,,SpeedLink
FUL_002027,ORD_002027,Abu Dhabi Hub,Zone B,2025-12-10 13:24:27,On Time,2025-12-10 13:24:27,,QuickShip
FUL_002028,ORD_002028,Sharjah Hub,Zone C,2025-11-22 01:25:08,On Time,2025-11-21 01:25:08,,FastTrack
FUL_002029,ORD_002029,Sharjah Hub,Zone B,2025-12-31 02:41:13,On Time,2025-12-31 02:41:13,,FastTrack
FUL_002030,ORD_002030,Abu Dhabi Hub,Zone B,2025-12-08 04:38:58,On Time,2025-12-08 04:38:58,,FastTrack
FUL_002031,ORD_002031,Sharjah Hub,Zone C,2025-10-17 15:17:10,On Time,2025-10-16 15:17:10,,QuickShip
FUL_002032,ORD_002032,Abu Dhabi Hub,Zone F,2025-10-18 20:58:27,Delayed,2025-10-25 20:58:27,Warehouse Delay,FastTrack
FUL_002033,ORD_002033,Dubai Hub,Zone B,2025-12-19 14:52:35,On Time,2025-12-19 14:52:35,,SpeedLink
FUL_002034,ORD_002034,Dubai Hub,Zone D,2025-12-07 22:23:24,OnTime,2025-12-07 22:23:24,,FastTrack
FUL_002035,ORD_002035,Abu Dhabi Hub,Zone E,2025-10-26 01:32:59,On Time,2025-10-25 01:32:59,,FastTrack
FUL_002036,ORD_002036,Sharjah Hub,Zone F,2025-10-15 08:48:00,Delayed,2025-10-17 08:48:00,Rider Unavailable,SpeedLink
FUL_002037,ORD_002037,Abu Dhabi Hub,Zone A,2025-10-25 06:54:56,On Time,2025-10-25 06:54:56,,SpeedLink
FUL_002038,ORD_002038,Dubai Hub,Zone C,2025-11-10 13:28:41,On Time,2025-11-10 13:28:41,,QuickShip
FUL_002039,ORD_002039,Abu Dhabi Hub,Zone B,2025-10-22 00:34:54,On Time,2025-10-21 00:34:54,,SpeedLink
FUL_002040,ORD_002040,Abu Dhabi Hub,Zone E,2025-12-11 00:28:49,Delayed,2025-12-18 00:28:49,Rider Unavailable,SpeedLink
FUL_002041,ORD_002041,Abu Dhabi Hub,Zone A,2025-10-15 10:41:11,On Time,2025-10-15 10:41:11,,SpeedLink
FUL_002042,ORD_002042,Abu Dhabi Hub,Zone E,2025-12-19 21:07:33,Failed,2025-12-24 21:07:33,,SpeedLink
FUL_002043,ORD_002043,Dubai Hub,Zone F,2025-10-21 06:12:37,On Time,2025-10-20 06:12:37,,FastTrack
FUL_002044,ORD_002044,Dubai Hub,Zone B,2025-12-28 20:27:05,On Time,2025-12-27 20:27:05,,FastTrack
FUL_002045,ORD_002045,Abu Dhabi Hub,Zone E,2025-12-24 14:12:41,On Time,2025-12-23 14:12:41,,QuickShip
FUL_002046,ORD_002046,Abu Dhabi Hub,Zone F,2025-10-23 20:50:28,Delayed,2025-10-24 20:50:28,Address Issue,SpeedLink
FUL_002047,ORD_002047,Abu Dhabi Hub,Zone D,2026-01-03 06:40:30,On Time,2026-01-02 06:40:30,,QuickShip
FUL_002048,ORD_002048,Sharjah Hub,Zone B,2025-10-13 06:47:15,On Time,2025-10-13 06:47:15,,FastTrack
FUL_002049,ORD_002049,Dubai Hub,Zone E,2025-12-25 21:34:34,On Time,2025-12-24 21:34:34,,QuickShip
FUL_002050,ORD_002050,Sharjah Hub,Zone C,2025-10-16 05:32:39,On Time,2025-10-16 05:32:39,,SpeedLink
FUL_002051,ORD_002051,Sharjah Hub,Zone C,2025-11-08 13:58:56,Delayed,2025-11-11 13:58:56,Warehouse Delay,QuickShip
FUL_002052,ORD_002052,Sharjah Hub,Zone B,2025-12-02 15:18:30,On Time,2025-12-02 15:18:30,,FastTrack
FUL_002053,ORD_002053,Dubai Hub,Zone E,2025-11-14 03:08:56,Delayed,2025-11-19 03:08:56,Customer Unavailable,FastTrack
FUL_002054,ORD_002054,Dubai Hub,Zone F,2026-01-04 13:16:58,On Time,2026-01-04 13:16:58,,SpeedLink
FUL_002055,ORD_002055,Sharjah Hub,Zone C,2025-12-26 19:50:15,On Time,2025-12-26 19:50:15,,QuickShip
FUL_002056,ORD_002056,Abu Dhabi Hub,Zone D,2025-11-04 11:51:50,On Time,2025-11-04 11:51:50,,QuickShip
FUL_002057,ORD_002057,Abu Dhabi Hub,Zone E,2025-12-23 20:06:10,Delayed,2025-12-29 20:06:10,Customer Unavailable,QuickShip
FUL_002058,ORD_002058,Dubai Hub,Zone B,2025-12-03 17:53:05,On Time,2025-12-02 17:53:05,,QuickShip
FUL_002059,ORD_002059,Dubai Hub,Zone D,2025-12-27 20:26:54,OnTime,2025-12-27 20:26:54,,FastTrack
FUL_002060,ORD_002060,Dubai Hub,Zone F,2025-10-17 07:09:22,On Time,2025-10-17 07:09:22,,QuickShip
FUL_002061,ORD_002061,Dubai Hub,Zone C,2025-11-30 07:30:43,On Time,2025-11-30 07:30:43,,SpeedLink
FUL_002062,ORD_002062,Dubai Hub,Zone E,2025-12-07 14:42:59,Delayed,2025-12-12 14:42:59,Traffic/Weather,QuickShip
FUL_002063,ORD_002063,Sharjah Hub,Zone A,2025-12-15 02:07:23,On Time,2025-12-15 02:07:23,,QuickShip
FUL_002064,ORD_002064,Dubai Hub,Zone A,2025-11-20 03:27:34,On Time,2025-11-19 03:27:34,,SpeedLink
FUL_002065,ORD_002065,Abu Dhabi Hub,Zone C,2025-11-27 23:08:27,On Time,2025-11-27 23:08:27,,FastTrack
FUL_002066,ORD_002066,Abu Dhabi Hub,Zone B,2025-12-20 13:32:51,Delayed,2025-12-26 13:32:51,Traffic/Weather,SpeedLink
FUL_002067,ORD_002067,Abu Dhabi Hub,Zone D,2025-10-19 08:50:07,On Time,2025-10-18 08:50:07,,FastTrack
FUL_002068,ORD_002068,Dubai Hub,Zone A,2025-10-26 22:31:37,On Time,2025-10-26 22:31:37,,SpeedLink
FUL_002069,ORD_002069,Sharjah Hub,Zone F,2025-11-23 06:43:17,On Time,2025-11-22 06:43:17,,QuickShip
FUL_002070,ORD_002070,Dubai Hub,Zone C,2025-12-18 01:51:52,Delayed,2025-12-25 01:51:52,Address Issue,QuickShip
FUL_002071,ORD_002071,Dubai Hub,Zone D,2025-12-03 07:22:05,On Time,2025-12-02 07:22:05,,SpeedLink
FUL_002072,ORD_002072,Abu Dhabi Hub,Zone B,2025-12-13 05:30:29,Delayed,2025-12-19 05:30:29,Address Issue,FastTrack
FUL_002073,ORD_002073,Dubai Hub,Zone F,2025-11-16 10:37:33,Delayed,2025-11-17 10:37:33,Warehouse Delay,FastTrack
FUL_002074,ORD_002074,Abu Dhabi Hub,Zone A,2025-12-30 20:51:46,On Time,2025-12-30 20:51:46,,FastTrack
FUL_002075,ORD_002075,Sharjah Hub,Zone D,2025-12-05 19:28:48,On Time,2025-12-05 19:28:48,,QuickShip
FUL_002076,ORD_002076,Abu Dhabi Hub,Zone F,2025-12-31 23:31:54,On Time,2025-12-30 23:31:54,,QuickShip
FUL_002077,ORD_002077,Dubai Hub,Zone A,2025-10-17 00:21:13,On Time,2025-10-16 00:21:13,,FastTrack
FUL_002078,ORD_002078,Dubai Hub,Zone B,2025-12-30 19:26:52,On Time,2025-12-30 19:26:52,,QuickShip
FUL_002079,ORD_002079,Dubai Hub,Zone D,2025-10-13 09:35:48,On Time,2025-10-12 09:35:48,,SpeedLink
FUL_002080,ORD_002080,Sharjah Hub,Zone E,2025-11-06 03:34:55,On Time,2025-11-06 03:34:55,,FastTrack
FUL_002081,ORD_002081,Sharjah Hub,Zone E,2025-12-02 07:10:33,On Time,2025-12-02 07:10:33,,QuickShip
FUL_002082,ORD_002082,Sharjah Hub,Zone A,2025-11-21 20:47:37,On Time,2025-11-20 20:47:37,,SpeedLink
FUL_002083,ORD_002083,Sharjah Hub,Zone C,2025-11-05 18:53:54,On Time,2025-11-05 18:53:54,,FastTrack
FUL_002084,ORD_002084,Abu Dhabi Hub,Zone B,2025-12-20 00:27:35,Pending,,,SpeedLink
FUL_002085,ORD_002085,Sharjah Hub,Zone A,2025-11-10 01:07:37,On Time,2025-11-09 01:07:37,,SpeedLink
FUL_002086,ORD_002086,Abu Dhabi Hub,Zone F,2025-11-17 20:33:18,Delayed,2025-11-23 20:33:18,Warehouse Delay,QuickShip
FUL_002087,ORD_002087,Sharjah Hub,Zone B,2025-11-21 10:29:36,On Time,2025-11-20 10:29:36,,SpeedLink
FUL_002088,ORD_002088,Dubai Hub,Zone E,2025-10-09 09:20:26,On Time,2025-10-09 09:20:26,,SpeedLink
FUL_002089,ORD_002089,Sharjah Hub,Zone A,2025-12-24 12:41:53,On Time,2025-12-24 12:41:53,,QuickShip
FUL_002090,ORD_002090,Sharjah Hub,Zone F,2025-12-08 07:06:26,Delayed,2025-12-13 07:06:26,Address Issue,SpeedLink
FUL_002091,ORD_002091,Sharjah Hub,Zone A,2025-12-09 14:55:07,On Time,2025-12-08 14:55:07,,FastTrack
FUL_002092,ORD_002092,Sharjah Hub,Zone E,2025-10-13 03:58:15,On Time,2025-10-12 03:58:15,,QuickShip
FUL_002093,ORD_002093,Abu Dhabi Hub,Zone C,2025-11-09 03:32:20,On Time,2025-11-09 03:32:20,,SpeedLink
FUL_002094,ORD_002094,Dubai Hub,Zone A,2025-11-20 23:09:11,Delayed,2025-11-24 23:09:11,Address Issue,QuickShip
FUL_002095,ORD_002095,Dubai Hub,Zone D,2025-12-04 11:45:30,Delayed,2025-12-10 11:45:30,Address Issue,QuickShip
FUL_002096,ORD_002096,Abu Dhabi Hub,Zone C,2025-12-27 06:29:03,On Time,2025-12-27 06:29:03,,QuickShip
FUL_002097,ORD_002097,Abu Dhabi Hub,Zone B,2025-12-05 06:33:01,On Time,2025-12-05 06:33:01,,QuickShip
FUL_002098,ORD_002098,Abu Dhabi Hub,Zone F,2025-11-15 08:59:58,On Time,2025-11-15 08:59:58,,QuickShip
FUL_002099,ORD_002099,Abu Dhabi Hub,Zone F,2025-11-13 03:58:50,On Time,2025-11-13 03:58:50,,SpeedLink
FUL_002100,ORD_002100,Dubai Hub,Zone E,2026-01-04 13:17:25,On Time,2026-01-04 13:17:25,,QuickShip
FUL_002101,ORD_002101,Sharjah Hub,Zone C,2025-10-22 16:02:06,OnTime,2025-10-21 16:02:06,,QuickShip
FUL_002102,ORD_002102,Sharjah Hub,Zone D,2025-11-24 15:20:11,On Time,2025-11-24 15:20:11,,QuickShip
FUL_002103,ORD_002103,Abu Dhabi Hub,Zone D,2025-11-05 11:52:01,On Time,2025-11-05 11:52:01,,QuickShip
FUL_002104,ORD_002104,Dubai Hub,Zone A,2025-10-13 17:04:26,On Time,2025-10-13 17:04:26,,QuickShip
FUL_002105,ORD_002105,Sharjah Hub,Zone D,2025-12-07 04:08:51,On Time,2025-12-06 04:08:51,,FastTrack
FUL_002106,ORD_002106,Dubai Hub,Zone D,2026-01-06 08:52:15,On Time,2026-01-05 08:52:15,,QuickShip
FUL_002107,ORD_002107,Dubai Hub,Zone B,2025-12-29 11:44:40,On Time,2025-12-29 11:44:40,,FastTrack
FUL_002108,ORD_002108,Abu Dhabi Hub,Zone B,2025-11-29 11:13:35,On Time,2025-11-29 11:13:35,,FastTrack
FUL_002109,ORD_002109,Abu Dhabi Hub,Zone D,2025-11-05 21:44:35,On Time,2025-11-04 21:44:35,,SpeedLink
FUL_002110,ORD_002110,Sharjah Hub,Zone A,2025-12-23 03:52:36,On Time,2025-12-23 03:52:36,,SpeedLink
FUL_002111,ORD_002111,Dubai Hub,Zone D,2025-11-22 10:21:40,On Time,2025-11-21 10:21:40,,FastTrack
FUL_002112,ORD_002112,Dubai Hub,Zone E,2025-12-22 21:24:09,On Time,2025-12-21 21:24:09,,FastTrack
FUL_002113,ORD_002113,Sharjah Hub,Zone C,2025-12-07 15:21:43,Delayed,2025-12-12 15:21:43,Warehouse Delay,SpeedLink
FUL_002114,ORD_002114,Dubai Hub,Zone E,2026-01-06 04:39:49,On Time,2026-01-06 04:39:49,,QuickShip
FUL_002115,ORD_002115,Abu Dhabi Hub,Zone B,2025-11-21 07:57:58,On Time,2025-11-20 07:57:58,,SpeedLink
FUL_002116,ORD_002116,Abu Dhabi Hub,Zone F,2025-12-28 01:06:29,On Time,2025-12-27 01:06:29,,FastTrack
FUL_002117,ORD_002117,Sharjah Hub,Zone B,2026-01-02 01:51:41,On Time,2026-01-01 01:51:41,,FastTrack
FUL_002118,ORD_002118,Dubai Hub,Zone E,2025-12-15 13:39:41,Delayed,2025-12-16 13:39:41,Warehouse Delay,FastTrack
FUL_002119,ORD_002119,Dubai Hub,Zone B,2025-10-10 16:53:17,On Time,2025-10-10 16:53:17,,FastTrack
FUL_002120,ORD_002120,Dubai Hub,Zone F,2025-11-09 14:49:08,On Time,2025-11-09 14:49:08,,SpeedLink
FUL_002121,ORD_002121,Dubai Hub,Zone A,2025-11-30 19:01:35,On Time,2025-11-30 19:01:35,,FastTrack
FUL_002122,ORD_002122,Sharjah Hub,Zone C,2025-11-11 18:34:54,On Time,2025-11-11 18:34:54,,FastTrack
FUL_002123,ORD_002123,Abu Dhabi Hub,Zone F,2025-11-10 06:49:40,Delayed,2025-11-11 06:49:40,Rider Unavailable,QuickShip
FUL_002124,ORD_002124,Sharjah Hub,Zone E,2026-01-02 19:28:02,On Time,2026-01-01 19:28:02,,FastTrack
FUL_002125,ORD_002125,Dubai Hub,Zone F,2025-11-26 14:45:42,On Time,2025-11-25 14:45:42,,SpeedLink
FUL_002126,ORD_002126,Dubai Hub,Zone D,2025-11-12 12:53:16,Delayed,2025-11-18 12:53:16,Traffic/Weather,FastTrack
FUL_002127,ORD_002127,Dubai Hub,Zone C,2025-12-21 16:54:33,on-time,2025-12-20 16:54:33,,QuickShip
FUL_002128,ORD_002128,Sharjah Hub,Zone E,2025-11-04 11:22:44,Delayed,2025-11-10 11:22:44,Traffic/Weather,QuickShip
FUL_002129,ORD_002129,Abu Dhabi Hub,Zone D,2025-11-13 00:06:46,On Time,2025-11-13 00:06:46,,FastTrack
FUL_002130,ORD_002130,Dubai Hub,Zone C,2025-12-11 23:44:14,On Time,2025-12-11 23:44:14,,QuickShip
FUL_002131,ORD_002131,Dubai Hub,Zone A,2025-12-20 01:39:29,Delayed,2025-12-23 01:39:29,Traffic/Weather,SpeedLink
FUL_002132,ORD_002132,Abu Dhabi Hub,Zone A,2025-10-11 02:23:20,Delayed,2025-10-15 02:23:20,Address Issue,SpeedLink
FUL_002133,ORD_002133,Dubai Hub,Zone E,2025-12-11 07:15:19,On Time,2025-12-11 07:15:19,,SpeedLink
FUL_002134,ORD_002134,Dubai Hub,Zone A,2025-11-06 19:22:06,On Time,2025-11-05 19:22:06,,SpeedLink
FUL_002135,ORD_002135,Sharjah Hub,Zone B,2025-10-24 20:52:36,On Time,2025-10-24 20:52:36,,SpeedLink
FUL_002136,ORD_002136,Dubai Hub,Zone C,2026-01-01 02:29:21,On Time,2025-12-31 02:29:21,,FastTrack
FUL_002137,ORD_002137,Dubai Hub,Zone B,2025-10-30 07:09:09,Delayed,2025-10-31 07:09:09,Warehouse Delay,FastTrack
FUL_002138,ORD_002138,Dubai Hub,Zone B,2025-12-21 01:11:35,On Time,2025-12-20 01:11:35,,QuickShip
FUL_002139,ORD_002139,Dubai Hub,Zone A,2025-11-20 13:12:54,OnTime,2025-11-20 13:12:54,,FastTrack
FUL_002140,ORD_002140,Abu Dhabi Hub,Zone C,2026-01-05 06:08:31,On Time,2026-01-05 06:08:31,,SpeedLink
FUL_002141,ORD_002141,Dubai Hub,Zone D,2025-11-30 06:54:59,On Time,2025-11-29 06:54:59,,FastTrack
FUL_002142,ORD_002142,Sharjah Hub,Zone C,2025-12-03 04:10:39,On Time,2025-12-02 04:10:39,,QuickShip
FUL_002143,ORD_002143,Dubai Hub,Zone A,2025-11-02 20:21:49,On Time,2025-11-02 20:21:49,,SpeedLink
FUL_002144,ORD_002144,Abu Dhabi Hub,Zone D,2025-10-19 01:53:22,Delayed,2025-10-20 01:53:22,Rider Unavailable,QuickShip
FUL_002145,ORD_002145,Abu Dhabi Hub,Zone E,2025-12-10 13:56:15,Delayed,2025-12-13 13:56:15,Traffic/Weather,FastTrack
FUL_002146,ORD_002146,Dubai Hub,Zone E,2025-12-17 08:22:46,Delayed,2025-12-24 08:22:46,Traffic/Weather,FastTrack
FUL_002147,ORD_002147,Dubai Hub,Zone A,2025-10-25 15:51:25,On Time,2025-10-25 15:51:25,,QuickShip
FUL_002148,ORD_002148,Sharjah Hub,Zone B,2025-12-12 03:29:56,On Time,2025-12-12 03:29:56,,QuickShip
FUL_002149,ORD_002149,Sharjah Hub,Zone B,2025-10-19 10:41:32,Delayed,2025-10-21 10:41:32,Traffic/Weather,SpeedLink
FUL_002150,ORD_002150,Abu Dhabi Hub,Zone E,2025-12-29 23:35:50,On Time,2025-12-29 23:35:50,,QuickShip
FUL_002151,ORD_002151,Dubai Hub,Zone D,2025-10-14 09:16:16,On Time,2025-10-14 09:16:16,,FastTrack
FUL_002152,ORD_002152,Dubai Hub,Zone C,2025-12-10 13:35:47,On Time,2025-12-09 13:35:47,,QuickShip
FUL_002153,ORD_002153,Dubai Hub,Zone F,2025-12-28 05:03:42,On Time,2025-12-28 05:03:42,,QuickShip
FUL_002154,ORD_002154,Sharjah Hub,Zone C,2025-12-24 09:54:25,On Time,2025-12-24 09:54:25,,QuickShip
FUL_002155,ORD_002155,Dubai Hub,Zone B,2025-12-25 01:49:41,Delayed,2025-12-30 01:49:41,Address Issue,QuickShip
FUL_002156,ORD_002156,Dubai Hub,Zone A,2025-12-23 20:38:03,On Time,2025-12-22 20:38:03,,SpeedLink
FUL_002157,ORD_002157,Sharjah Hub,Zone B,2025-11-01 20:34:40,Delayed,2025-11-08 20:34:40,Rider Unavailable,SpeedLink
FUL_002158,ORD_002158,Sharjah Hub,Zone A,2025-11-18 20:41:42,On Time,2025-11-17 20:41:42,,SpeedLink
FUL_002159,ORD_002159,Dubai Hub,Zone D,2025-11-26 02:29:06,On Time,2025-11-25 02:29:06,,FastTrack
FUL_002160,ORD_002160,Abu Dhabi Hub,Zone A,2025-10-13 07:31:39,on-time,2025-10-13 07:31:39,,QuickShip
FUL_002161,ORD_002161,Dubai Hub,Zone A,2025-11-14 17:40:16,Failed,2025-11-19 17:40:16,,SpeedLink
FUL_002162,ORD_002162,Dubai Hub,Zone F,2025-11-20 02:21:50,On Time,2025-11-20 02:21:50,,FastTrack
FUL_002163,ORD_002163,Dubai Hub,Zone D,2025-11-07 08:40:23,On Time,2025-11-06 08:40:23,,SpeedLink
FUL_002164,ORD_002164,Abu Dhabi Hub,Zone D,2025-11-04 14:25:42,Delayed,2025-11-09 14:25:42,Address Issue,QuickShip
FUL_002165,ORD_002165,Dubai Hub,Zone F,2025-12-17 08:44:17,On Time,2025-12-17 08:44:17,,FastTrack
FUL_002166,ORD_002166,Dubai Hub,Zone B,2025-10-20 23:17:58,Delayed,2025-10-24 23:17:58,Rider Unavailable,SpeedLink
FUL_002167,ORD_002167,Abu Dhabi Hub,Zone B,2025-11-19 15:28:18,On Time,2025-11-19 15:28:18,,SpeedLink
FUL_002168,ORD_002168,Abu Dhabi Hub,Zone D,2026-01-04 07:26:22,On Time,2026-01-04 07:26:22,,FastTrack
FUL_002169,ORD_002169,Sharjah Hub,Zone B,2025-11-08 00:20:28,On Time,2025-11-08 00:20:28,,SpeedLink
FUL_002170,ORD_002170,Dubai Hub,Zone A,2025-12-24 23:27:52,Failed,2025-12-26 23:27:52,,SpeedLink
FUL_002171,ORD_002171,Abu Dhabi Hub,Zone A,2025-10-30 07:04:55,On Time,2025-10-30 07:04:55,,SpeedLink
FUL_002172,ORD_002172,Sharjah Hub,Zone A,2025-12-15 05:14:44,On Time,2025-12-14 05:14:44,,FastTrack
FUL_002173,ORD_002173,Abu Dhabi Hub,Zone F,2025-10-18 03:24:06,Delayed,2025-10-24 03:24:06,Rider Unavailable,QuickShip
