item_id,order_id,product_category,product_name,quantity,unit_price,item_total
ITEM_001476,ORD_001185,Groceries,Groceries Product 1476,1,196.27,196.27
ITEM_001477,ORD_003143,Electronics,Electronics Product 1477,3,1780.35,5341.05
ITEM_001478,ORD_001562,Fashion,Fashion Product 1478,2,78.36,156.73
ITEM_001479,ORD_007552,Fashion,Fashion Product 1479,1,279.94,279.94
ITEM_001480,ORD_004911,Groceries,Groceries Product 1480,2,80.64,161.29
ITEM_001481,ORD_004164,Electronics,Electronics Product 1481,1,969.47,969.47
ITEM_001482,ORD_006114,Beauty,Beauty Product 1482,3,53.99,161.97
ITEM_001483,ORD_007204,Electronics,Electronics Product 1483,2,1432.71,2865.42
ITEM_001484,ORD_001119,Fashion,Fashion Product 1484,2,260.06,520.13
ITEM_001485,ORD_007079,Fashion,Fashion Product 1485,2,395.02,790.04
ITEM_001486,ORD_000572,Fashion,Fashion Product 1486,3,165.88,497.64
ITEM_001487,ORD_002264,Fashion,Fashion Product 1487,3,68.44,205.31
ITEM_001488,ORD_006330,Electronics,Electronics Product 1488,2,1347.48,2694.97
ITEM_001489,ORD_006472,Groceries,Groceries Product 1489,1,83.66,83.66
ITEM_001490,ORD_007000,Electronics,Electronics Product 1490,2,482.62,965.23
ITEM_001491,ORD_003400,Home & Kitchen,Home & Kitchen Product 1491,1,222.83,222.83
ITEM_001492,ORD_002785,Electronics,Electronics Product 1492,3,986.83,2960.48
ITEM_001493,ORD_007654,Electronics,Electronics Product 1493,1,1328.56,1328.56
ITEM_001494,ORD_006453,Home & Kitchen,Home & Kitchen Product 1494,1,338.99,338.99
ITEM_001495,ORD_004160,Beauty,Beauty Product 1495,1,72.91,72.91
ITEM_001496,ORD_002189,Electronics,Electronics Product 1496,3,1511.36,4534.08
ITEM_001497,ORD_006722,Home & Kitchen,Home & Kitchen Product 1497,3,480.28,1440.83
ITEM_001498,ORD_000022,Fashion,Fashion Product 1498,1,429.85,429.85
ITEM_001499,ORD_002318,Fashion,Fashion Product 1499,3,82.42,247.27
ITEM_001500,ORD_005948,Home & Kitchen,Home & Kitchen Product 1500,1,215.61,215.61
ITEM_001501,ORD_002446,Fashion,Fashion Product 1501,2,530.54,1061.08
ITEM_001502,ORD_006861,Electronics,Electronics Product 1502,1,748.9,748.9
ITEM_001503,ORD_004809,Beauty,Beauty Product 1503,1,116.03,116.03
ITEM_001504,ORD_004751,Fashion,Fashion Product 1504,1,471.9,471.9
ITEM_001505,ORD_005407,Electronics,Electronics Product 1505,2,1915.15,3830.31
ITEM_001506,ORD_004012,Groceries,Groceries Product 1506,1,149.88,149.88
ITEM_001507,ORD_007089,Fashion,Fashion Product 1507,1,303.59,303.59
ITEM_001508,ORD_001218,Groceries,Groceries Product 1508,3,18.47,55.42
ITEM_001509,ORD_003659,Electronics,Electronics Product 1509,3,1297.47,3892.4
ITEM_001510,ORD_004413,Fashion,Fashion Product 1510,1,226.06,226.06
ITEM_001511,ORD_003968,Groceries,Groceries Product 1511,1,159.25,159.25
ITEM_001512,ORD_002828,Electronics,Electronics Product 1512,1,1603.04,1603.04
ITEM_001513,ORD_002724,Groceries,Groceries Product 1513,3,59.25,177.76
ITEM_001514,ORD_004522,Home & Kitchen,Home & Kitchen Product 1514,2,472.08,944.17
ITEM_001515,ORD_006250,Fashion,Fashion Product 1515,3,294.43,883.29
ITEM_001516,ORD_004452,Groceries,Groceries Product 1516,3,21.97,65.9
ITEM_001517,ORD_003091,Electronics,Electronics Product 1517,1,609.42,609.42
ITEM_001518,ORD_003731,Groceries,Groceries Product 1518,2,52.34,104.68
ITEM_001519,ORD_007642,Home & Kitchen,Home & Kitchen Product 1519,1,203.28,203.28
ITEM_001520,ORD_002637,Electronics,Electronics Product 1520,2,749.4,1498.81
ITEM_001521,ORD_007124,Beauty,Beauty Product 1521,3,97.44,292.32
ITEM_001522,ORD_001546,Home & Kitchen,Home & Kitchen Product 1522,1,768.64,768.64
ITEM_001523,ORD_005714,Fashion,Fashion Product 1523,2,359.58,719.17
ITEM_001524,ORD_001957,Fashion,Fashion Product 1524,3,391.19,1173.58
ITEM_001525,ORD_004685,Groceries,Groceries Product 1525,2,14.94,29.88
ITEM_001526,ORD_003138,Electronics,Electronics Product 1526,1,407.32,407.32
ITEM_001527,ORD_001914,Electronics,Electronics Product 1527,2,1345.42,2690.84
ITEM_001528,ORD_007013,Electronics,Electronics Product 1528,2,1686.04,3372.08
ITEM_001529,ORD_006354,Electronics,Electronics Product 1529,3,1453.56,4360.69
ITEM_001530,ORD_003366,Fashion,Fashion Product 1530,2,285.78,571.55
ITEM_001531,ORD_000358,Home & Kitchen,Home & Kitchen Product 1531,2,636.58,1273.15
ITEM_001532,ORD_002607,Fashion,Fashion Product 1532,2,148.72,297.44
ITEM_001533,ORD_006101,Fashion,Fashion Product 1533,2,67.46,134.92
ITEM_001534,ORD_003875,Electronics,Electronics Product 1534,2,1725.6,3451.2
ITEM_001535,ORD_005778,Fashion,Fashion Product 1535,3,275.64,826.93
ITEM_001536,ORD_007483,Fashion,Fashion Product 1536,3,378.61,1135.83
ITEM_001537,ORD_006648,Beauty,Beauty Product 1537,2,264.14,528.27
ITEM_001538,ORD_003124,Fashion,Fashion Product 1538,3,531.56,1594.69
ITEM_001539,ORD_003163,Beauty,Beauty Product 1539,1,32.78,32.78
ITEM_001540,ORD_005437,Electronics,Electronics Product 1540,1,1492.1,1492.1
ITEM_001541,ORD_006492,Fashion,Fashion Product 1541,2,199.52,399.05
ITEM_001542,ORD_006724,Fashion,Fashion Product 1542,1,524.17,524.17
ITEM_001543,ORD_005342,Electronics,Electronics Product 1543,3,1912.06,5736.18
ITEM_001544,ORD_001247,Fashion,Fashion Product 1544,2,285.37,570.74
ITEM_001545,ORD_004058,Electronics,Electronics Product 1545,2,386.88,773.75
ITEM_001546,ORD_007904,Fashion,Fashion Product 1546,3,79.87,239.6
ITEM_001547,ORD_000304,Electronics,Electronics Product 1547,2,388.48,776.95
ITEM_001548,ORD_001035,Groceries,Groceries Product 1548,3,117.36,352.07
ITEM_001549,ORD_004115,Electronics,Electronics Product 1549,1,325.25,325.25
ITEM_001550,ORD_007909,Fashion,Fashion Product 1550,1,529.21,529.21
ITEM_001551,ORD_004835,Electronics,Electronics Product 1551,1,834.55,834.55
ITEM_001552,ORD_002720,Home & Kitchen,Home & Kitchen Product 1552,3,154.31,462.92
ITEM_001553,ORD_007125,Fashion,Fashion Product 1553,3,371.12,1113.36
ITEM_001554,ORD_000823,Fashion,Fashion Product 1554,3,179.24,537.73
ITEM_001555,ORD_007162,Fashion,Fashion Product 1555,1,353.9,353.9
ITEM_001556,ORD_006923,Groceries,Groceries Product 1556,2,155.64,311.27
ITEM_001557,ORD_003607,Fashion,Fashion Product 1557,1,107.63,107.63
ITEM_001558,ORD_000817,Beauty,Beauty Product 1558,2,242.38,484.77
ITEM_001559,ORD_004309,Fashion,Fashion Product 1559,1,518.64,518.64
ITEM_001560,ORD_007459,Fashion,Fashion Product 1560,2,486.28,972.57
ITEM_001561,ORD_003744,Home & Kitchen,Home & Kitchen Product 1561,1,742.09,742.09
ITEM_001562,ORD_000126,Electronics,Electronics Product 1562,3,1702.0,5106.0
ITEM_001563,ORD_005919,Home & Kitchen,Home & Kitchen Product 1563,2,524.6,1049.21
ITEM_001564,ORD_001181,Fashion,Fashion Product 1564,2,521.63,1043.27
ITEM_001565,ORD_003359,Beauty,Beauty Product 1565,2,120.13,240.27
ITEM_001566,ORD_007135,Groceries,Groceries Product 1566,3,88.34,265.03
ITEM_001567,ORD_005364,Groceries,Groceries Product 1567,3,43.79,131.37
ITEM_001568,ORD_007946,Electronics,Electronics Product 1568,2,1678.68,3357.37
ITEM_001569,ORD_001265,Fashion,Fashion Product 1569,1,596.98,596.98
ITEM_001570,ORD_000613,Fashion,Fashion Product 1570,3,444.78,1334.35
ITEM_001571,ORD_003847,Groceries,Groceries Product 1571,1,136.03,136.03
ITEM_001572,ORD_006403,Electronics,Electronics Product 1572,1,1627.2,1627.2
ITEM_001573,ORD_007940,Beauty,Beauty Product 1573,1,227.9,227.9
ITEM_001574,ORD_002172,Groceries,Groceries Product 1574,1,50.26,50.26
ITEM_001575,ORD_002774,Elec,Electronics Product 1575,1,1863.46,1863.46
ITEM_001576,ORD_005106,Home & Kitchen,Home & Kitchen Product 1576,2,199.91,399.83
ITEM_001577,ORD_005675,Fashion,Fashion Product 1577,2,275.99,551.99
ITEM_001578,ORD_003257,Home & Kitchen,Home & Kitchen Product 1578,1,346.67,346.67
ITEM_001579,ORD_005324,Electronics,Electronics Product 1579,3,618.52,1855.57
ITEM_001580,ORD_000658,Fashion,Fashion Product 1580,3,290.16,870.47
ITEM_001581,ORD_006978,Groceries,Groceries Product 1581,3,86.98,260.95
ITEM_001582,ORD_002692,Electronics,Electronics Product 1582,1,445.94,445.94
ITEM_001583,ORD_006983,Home & Kitchen,Home & Kitchen Product 1583,1,711.52,711.52
ITEM_001584,ORD_005525,Electronics,Electronics Product 1584,1,258.79,258.79
ITEM_001585,ORD_007040,Beauty,Beauty Product 1585,2,39.83,79.65
ITEM_001586,ORD_004372,Fashion,Fashion Product 1586,1,58.65,58.65
ITEM_001587,ORD_003114,Electronics,Electronics Product 1587,2,1143.42,2286.84
ITEM_001588,ORD_007817,Groceries,Groceries Product 1588,1,50.18,50.18
ITEM_001589,ORD_002595,Home & Kitchen,Home & Kitchen Product 1589,1,723.02,723.02
ITEM_001590,ORD_005135,Home & Kitchen,Home & Kitchen Product 1590,1,347.9,347.9
ITEM_001591,ORD_005888,Home & Kitchen,Home & Kitchen Product 1591,1,565.18,565.18
ITEM_001592,ORD_007270,Fashion,Fashion Product 1592,2,182.32,364.64
ITEM_001593,ORD_006222,Electronics,Electronics Product 1593,2,571.78,1143.55
ITEM_001594,ORD_003998,Home & Kitchen,Home & Kitchen Product 1594,3,281.5,844.51
ITEM_001595,ORD_007147,Fashion,Fashion Product 1595,3,267.49,802.46
ITEM_001596,ORD_004433,Home & Kitchen,Home & Kitchen Product 1596,3,292.66,877.99
ITEM_001597,ORD_000295,Fashion,Fashion Product 1597,2,490.85,981.71
ITEM_001598,ORD_005059,Fashion,Fashion Product 1598,2,357.56,715.11
ITEM_001599,ORD_000561,Home & Kitchen,Home & Kitchen Product 1599,3,555.17,1665.5
ITEM_001600,ORD_001924,Electronics,Electronics Product 1600,3,661.13,1983.4
ITEM_001601,ORD_005171,Beauty,Beauty Product 1601,2,191.8,383.6
ITEM_001602,ORD_005607,Fashion,Fashion Product 1602,3,545.28,1635.84
ITEM_001603,ORD_007545,Fashion,Fashion Product 1603,1,447.48,447.48
ITEM_001604,ORD_002355,Fashion,Fashion Product 1604,1,144.66,144.66
ITEM_001605,ORD_001864,Electronics,Electronics Product 1605,1,519.6,519.6
ITEM_001606,ORD_006118,Home & Kitchen,Home & Kitchen Product 1606,2,504.29,1008.58
ITEM_001607,ORD_000741,Electronics,Electronics Product 1607,1,1707.1,1707.1
ITEM_001608,ORD_003556,Electronics,Electronics Product 1608,1,1666.44,1666.44
ITEM_001609,ORD_000807,Fashion,Fashion Product 1609,2,465.53,931.06
ITEM_001610,ORD_006229,Fashion,Fashion Product 1610,1,322.34,322.34
ITEM_001611,ORD_005192,Beauty,Beauty Product 1611,2,50.56,101.12
ITEM_001612,ORD_005767,Fashion,Fashion Product 1612,3,506.96,1520.87
ITEM_001613,ORD_007149,Electronics,Electronics Product 1613,3,274.36,823.08
ITEM_001614,ORD_000824,electronics,Electronics Product 1614,3,910.26,2730.78
ITEM_001615,ORD_003635,Electronics,Electronics Product 1615,3,1676.82,5030.45
ITEM_001616,ORD_001363,Fashion,Fashion Product 1616,3,451.1,1353.31
ITEM_001617,ORD_005686,Fashion,Fashion Product 1617,3,279.9,839.69
ITEM_001618,ORD_002454,Beauty,Beauty Product 1618,3,220.41,661.22
ITEM_001619,ORD_007401,Beauty,Beauty Product 1619,3,47.25,141.75
ITEM_001620,ORD_000238,Fashion,Fashion Product 1620,3,234.77,704.3
ITEM_001621,ORD_000377,Electronics,Electronics Product 1621,1,310.71,310.71
ITEM_001622,ORD_002658,Beauty,Beauty Product 1622,3,139.92,419.77
ITEM_001623,ORD_006523,Fashion,Fashion Product 1623,2,56.52,113.03
ITEM_001624,ORD_000460,Beauty,Beauty Product 1624,3,100.22,300.65
ITEM_001625,ORD_002404,Home & Kitchen,Home & Kitchen Product 1625,1,126.59,126.59
ITEM_001626,ORD_002937,Fashion,Fashion Product 1626,3,410.79,1232.36
ITEM_001627,ORD_003071,Fashion,Fashion Product 1627,1,232.81,232.81
ITEM_001628,ORD_003529,Home & Kitchen,Home & Kitchen Product 1628,3,392.9,1178.7
ITEM_001629,ORD_001193,Home & Kitchen,Home & Kitchen Product 1629,1,578.49,578.49
ITEM_001630,ORD_002001,Electronics,Electronics Product 1630,1,1337.27,1337.27
ITEM_001631,ORD_004352,Beauty,Beauty Product 1631,1,166.48,166.48
ITEM_001632,ORD_003376,Fashion,Fashion Product 1632,2,247.3,494.6
ITEM_001633,ORD_004637,Electronics,Electronics Product 1633,2,1811.71,3623.42
ITEM_001634,ORD_005586,Fashion,Fashion Product 1634,2,325.26,650.53
ITEM_001635,ORD_006493,Fashion,Fashion Product 1635,2,467.7,935.41
ITEM_001636,ORD_001476,Fashion,Fashion Product 1636,3,155.03,465.08
ITEM_001637,ORD_001393,Electronics,Electronics Product 1637,3,1922.91,5768.74
ITEM_001638,ORD_001435,Home & Kitchen,Home & Kitchen Product 1638,3,361.83,1085.48
ITEM_001639,ORD_000647,Beauty,Beauty Product 1639,3,261.85,785.55
ITEM_001640,ORD_004993,Fashion,Fashion Product 1640,3,80.8,242.39
ITEM_001641,ORD_007134,Beauty,Beauty Product 1641,3,43.36,130.09
ITEM_001642,ORD_003134,Home & Kitchen,Home & Kitchen Product 1642,3,95.89,287.67
ITEM_001643,ORD_005077,Home & Kitchen,Home & Kitchen Product 1643,2,472.93,945.86
ITEM_001644,ORD_005597,Home & Kitchen,Home & Kitchen Product 1644,2,100.32,200.64
ITEM_001645,ORD_001973,Fashion,Fashion Product 1645,2,137.26,274.52
ITEM_001646,ORD_004077,Beauty,Beauty Product 1646,2,46.66,93.32
ITEM_001647,ORD_007478,Beauty,Beauty Product 1647,1,78.8,78.8
ITEM_001648,ORD_004778,Fashion,Fashion Product 1648,3,407.11,1221.32
ITEM_001649,ORD_001173,Fashion,Fashion Product 1649,3,391.58,1174.74
ITEM_001650,ORD_001903,Home & Kitchen,Home & Kitchen Product 1650,1,143.11,143.11
ITEM_001651,ORD_003778,Home & Kitchen,Home & Kitchen Product 1651,1,323.77,323.77
ITEM_001652,ORD_005226,Beauty,Beauty Product 1652,1,168.25,168.25
ITEM_001653,ORD_002081,Electronics,Electronics Product 1653,3,451.83,1355.48
ITEM_001654,ORD_003765,Fashion,Fashion Product 1654,1,317.47,317.47
ITEM_001655,ORD_002092,Electronics,Electronics Product 1655,1,1119.92,1119.92
ITEM_001656,ORD_005463,Electronics,Electronics Product 1656,2,689.34,1378.69
ITEM_001657,ORD_000077,Fashion,Fashion Product 1657,3,61.06,183.18
ITEM_001658,ORD_007364,Home & Kitchen,Home & Kitchen Product 1658,3,628.08,1884.25
ITEM_001659,ORD_006592,Electronics,Electronics Product 1659,2,1586.22,3172.45
ITEM_001660,ORD_003812,Electronics,Electronics Product 1660,3,404.8,1214.4
ITEM_001661,ORD_007383,Groceries,Groceries Product 1661,3,93.61,280.83
ITEM_001662,ORD_002357,Fashion,Fashion Product 1662,3,553.29,1659.87
ITEM_001663,ORD_005551,Fashion,Fashion Product 1663,2,557.17,1114.33
ITEM_001664,ORD_004478,Electronics,Electronics Product 1664,1,541.59,541.59
ITEM_001665,ORD_001295,Home & Kitchen,Home & Kitchen Product 1665,1,319.27,319.27
ITEM_001666,ORD_000606,Electronics,Electronics Product 1666,3,1795.96,5387.88
ITEM_001667,ORD_003619,Groceries,Groceries Product 1667,3,56.19,168.58
ITEM_001668,ORD_007744,Beauty,Beauty Product 1668,3,272.58,817.75
ITEM_001669,ORD_002831,electronics,Electronics Product 1669,3,1329.36,3988.09
ITEM_001670,ORD_004814,Electronics,Electronics Product 1670,2,656.44,1312.88
ITEM_001671,ORD_002451,Fashion,Fashion Product 1671,3,336.46,1009.37
ITEM_001672,ORD_005235,Electronics,Electronics Product 1672,1,1190.92,1190.92
ITEM_001673,ORD_007881,Electronics,Electronics Product 1673,2,885.26,1770.51
ITEM_001674,ORD_003476,Home & Kitchen,Home & Kitchen Product 1674,2,656.07,1312.13
ITEM_001675,ORD_005656,Fashion,Fashion Product 1675,3,170.64,511.91
ITEM_001676,ORD_002049,Home & Kitchen,Home & Kitchen Product 1676,1,159.74,159.74
ITEM_001677,ORD_003743,Home & Kitchen,Home & Kitchen Product 1677,1,315.06,315.06
ITEM_001678,ORD_006925,Beauty,Beauty Product 1678,2,201.61,403.22
ITEM_001679,ORD_002475,Fashion,Fashion Product 1679,1,54.23,54.23
ITEM_001680,ORD_001632,Beauty,Beauty Product 1680,2,270.33,540.67
ITEM_001681,ORD_003152,Home & Kitchen,Home & Kitchen Product 1681,3,379.95,1139.85
ITEM_001682,ORD_006991,Groceries,Groceries Product 1682,3,47.5,142.5
ITEM_001683,ORD_003959,Beauty,Beauty Product 1683,1,81.52,81.52
ITEM_001684,ORD_000874,Fashion,Fashion Product 1684,1,476.67,476.67
ITEM_001685,ORD_001944,Fashion,Fashion Product 1685,1,517.83,517.83
ITEM_001686,ORD_003125,Electronics,Electronics Product 1686,2,1609.59,3219.17
ITEM_001687,ORD_004686,Beauty,Beauty Product 1687,1,51.59,51.59
ITEM_001688,ORD_002941,Beauty,Beauty Product 1688,2,79.97,159.95
ITEM_001689,ORD_004709,Home & Kitchen,Home & Kitchen Product 1689,2,203.91,407.82
ITEM_001690,ORD_002424,Fashion,Fashion Product 1690,3,221.96,665.87
ITEM_001691,ORD_005729,Electronics,Electronics Product 1691,1,1576.96,1576.96
ITEM_001692,ORD_002419,Beauty,Beauty Product 1692,2,212.07,424.15
ITEM_001693,ORD_000180,Electronics,Electronics Product 1693,3,1220.74,3662.23
ITEM_001694,ORD_006800,Beauty,Beauty Product 1694,3,35.78,107.34
ITEM_001695,ORD_005393,Fashion,Fashion Product 1695,3,168.58,505.73
ITEM_001696,ORD_003243,Electronics,Electronics Product 1696,1,570.24,570.24
ITEM_001697,ORD_002249,Groceries,Groceries Product 1697,3,59.14,177.42
ITEM_001698,ORD_000067,Groceries,Groceries Product 1698,2,139.54,279.08
ITEM_001699,ORD_004637,Electronics,Electronics Product 1699,1,1685.02,1685.02
ITEM_001700,ORD_007087,Electronics,Electronics Product 1700,3,1845.23,5535.69
ITEM_001701,ORD_005619,Fashion,Fashion Product 1701,2,590.38,1180.76
ITEM_001702,ORD_006376,Groceries,Groceries Product 1702,2,178.75,357.51
ITEM_001703,ORD_006101,Fashion,Fashion Product 1703,3,219.21,657.64
ITEM_001704,ORD_007976,Home & Kitchen,Home & Kitchen Product 1704,2,573.19,1146.39
ITEM_001705,ORD_000402,Fashion,Fashion Product 1705,2,87.12,174.24
ITEM_001706,ORD_007460,Electronics,Electronics Product 1706,3,974.07,2922.21
ITEM_001707,ORD_004968,Fashion,Fashion Product 1707,2,170.62,341.23
ITEM_001708,ORD_006105,Electronics,Electronics Product 1708,3,1460.97,4382.9
ITEM_001709,ORD_004070,Groceries,Groceries Product 1709,2,119.49,238.97
ITEM_001710,ORD_006823,Beauty,Beauty Product 1710,3,180.12,540.37
ITEM_001711,ORD_007407,Home & Kitchen,Home & Kitchen Product 1711,1,602.33,602.33
ITEM_001712,ORD_007397,Beauty,Beauty Product 1712,1,94.36,94.36
ITEM_001713,ORD_002345,Home & Kitchen,Home & Kitchen Product 1713,3,389.7,1169.09
ITEM_001714,ORD_006355,Fashion,Fashion Product 1714,2,304.51,609.01
ITEM_001715,ORD_006545,Fashion,Fashion Product 1715,3,419.31,1257.92
ITEM_001716,ORD_001886,Electronics,Electronics Product 1716,3,1510.77,4532.31
ITEM_001717,ORD_004974,Home & Kitchen,Home & Kitchen Product 1717,1,191.22,191.22
ITEM_001718,ORD_006570,Home & Kitchen,Home & Kitchen Product 1718,2,175.09,350.18
ITEM_001719,ORD_002887,Groceries,Groceries Product 1719,2,57.06,114.13
ITEM_001720,ORD_001795,Fashion,Fashion Product 1720,2,54.06,108.12
ITEM_001721,ORD_005216,Home & Kitchen,Home & Kitchen Product 1721,3,556.29,1668.87
ITEM_001722,ORD_001558,Electronics,Electronics Product 1722,1,1154.66,1154.66
ITEM_001723,ORD_005087,Home & Kitchen,Home & Kitchen Product 1723,2,488.66,977.33
ITEM_001724,ORD_002054,Home & Kitchen,Home & Kitchen Product 1724,2,482.07,964.14
ITEM_001725,ORD_005553,Electronics,Electronics Product 1725,1,340.89,340.89
ITEM_001726,ORD_006190,Home & Kitchen,Home & Kitchen Product 1726,2,241.05,482.1
ITEM_001727,ORD_005906,Beauty,Beauty Product 1727,3,180.53,541.6
ITEM_001728,ORD_006288,Fashion,Fashion Product 1728,2,511.08,1022.16
ITEM_001729,ORD_005401,Fashion,Fashion Product 1729,3,360.31,1080.94
ITEM_001730,ORD_005578,Fashion,Fashion Product 1730,3,370.65,1111.94
ITEM_001731,ORD_006868,Home & Kitchen,Home & Kitchen Product 1731,3,545.01,1635.02
ITEM_001732,ORD_001121,Electronics,Electronics Product 1732,3,1887.3,5661.9
ITEM_001733,ORD_005147,Beauty,Beauty Product 1733,2,172.35,344.7
ITEM_001734,ORD_000796,Fashion,Fashion Product 1734,1,141.35,141.35
ITEM_001735,ORD_007401,Electronics,Electronics Product 1735,1,1911.75,1911.75
ITEM_001736,ORD_005141,Home & Kitchen,Home & Kitchen Product 1736,1,164.12,164.12
ITEM_001737,ORD_005295,Beauty,Beauty Product 1737,1,229.61,229.61
ITEM_001738,ORD_000323,Home & Kitchen,Home & Kitchen Product 1738,1,337.29,337.29
ITEM_001739,ORD_002531,Home & Kitchen,Home & Kitchen Product 1739,1,777.42,777.42
ITEM_001740,ORD_006461,Fashion,Fashion Product 1740,2,369.64,739.28
ITEM_001741,ORD_003612,Electronics,Electronics Product 1741,2,1076.06,2152.13
ITEM_001742,ORD_000274,Beauty,Beauty Product 1742,1,99.79,99.79
ITEM_001743,ORD_004748,Electronics,Electronics Product 1743,2,1287.19,2574.38
ITEM_001744,ORD_002989,Fashion,Fashion Product 1744,1,238.12,238.12
ITEM_001745,ORD_006000,Beauty,Beauty Product 1745,2,136.08,272.16
ITEM_001746,ORD_001077,Fashion,Fashion Product 1746,2,451.49,902.98
ITEM_001747,ORD_000739,Fashion,Fashion Product 1747,2,537.47,1074.93
ITEM_001748,ORD_007452,Fashion,Fashion Product 1748,3,449.36,1348.09
ITEM_001749,ORD_002418,Home & Kitchen,Home & Kitchen Product 1749,1,519.05,519.05
ITEM_001750,ORD_002677,Electronics,Electronics Product 1750,2,812.61,1625.21
ITEM_001751,ORD_006124,Electronics,Electronics Product 1751,2,442.65,885.3
ITEM_001752,ORD_003404,Electronics,Electronics Product 1752,1,1469.76,1469.76
ITEM_001753,ORD_001439,Home & Kitchen,Home & Kitchen Product 1753,3,664.82,1994.47
ITEM_001754,ORD_001645,Home & Kitchen,Home & Kitchen Product 1754,1,770.41,770.41
ITEM_001755,ORD_001083,Home & Kitchen,Home & Kitchen Product 1755,1,247.03,247.03
ITEM_001756,ORD_006444,Fashion,Fashion Product 1756,3,454.04,1362.13
ITEM_001757,ORD_004419,Electronics,Electronics Product 1757,1,1376.88,1376.88
ITEM_001758,ORD_007180,Home & Kitchen,Home & Kitchen Product 1758,1,105.12,105.12
ITEM_001759,ORD_007959,Fashion,Fashion Product 1759,3,180.33,541.0
ITEM_001760,ORD_002998,Fashion,Fashion Product 1760,1,125.33,125.33
ITEM_001761,ORD_004349,Fashion,Fashion Product 1761,1,244.27,244.27
ITEM_001762,ORD_004111,Fashion,Fashion Product 1762,3,374.08,1122.23
ITEM_001763,ORD_007484,Fashion,Fashion Product 1763,2,286.67,573.33
ITEM_001764,ORD_002233,Electronics,Electronics Product 1764,2,300.23,600.46
ITEM_001765,ORD_006804,Home & Kitchen,Home & Kitchen Product 1765,1,348.43,348.43
ITEM_001766,ORD_001348,Electronics,Electronics Product 1766,1,1913.81,1913.81
ITEM_001767,ORD_002106,Home & Kitchen,Home & Kitchen Product 1767,1,489.3,489.3
ITEM_001768,ORD_007488,Fashion,Fashion Product 1768,2,217.88,435.77
ITEM_001769,ORD_006756,Electronics,Electronics Product 1769,3,1530.43,4591.3
ITEM_001770,ORD_007735,Beauty,Beauty Product 1770,1,268.78,268.78
ITEM_001771,ORD_003948,Fashion,Fashion Product 1771,1,365.75,365.75
ITEM_001772,ORD_007925,Beauty,Beauty Product 1772,2,100.09,200.19
ITEM_001773,ORD_006607,Beauty,Beauty Product 1773,3,93.33,279.99
ITEM_001774,ORD_002418,Fashion,Fashion Product 1774,1,224.92,224.92
ITEM_001775,ORD_006116,Fashion,Fashion Product 1775,1,62.67,62.67
ITEM_001776,ORD_007131,Electronics,Electronics Product 1776,2,1154.51,2309.03
ITEM_001777,ORD_002775,electronics,Electronics Product 1777,3,1930.7,5792.1
ITEM_001778,ORD_006589,Fashion,Fashion Product 1778,2,110.75,221.51
ITEM_001779,ORD_000944,Fashion,Fashion Product 1779,3,478.47,1435.41
ITEM_001780,ORD_003837,Home & Kitchen,Home & Kitchen Product 1780,2,270.47,540.94
ITEM_001781,ORD_007889,Home & Kitchen,Home & Kitchen Product 1781,3,580.91,1742.72
ITEM_001782,ORD_000617,Home & Kitchen,Home & Kitchen Product 1782,1,187.76,187.76
ITEM_001783,ORD_001154,Fashion,Fashion Product 1783,1,141.76,141.76
ITEM_001784,ORD_006179,Groceries,Groceries Product 1784,3,101.33,303.98
ITEM_001785,ORD_007918,Fashion,Fashion Product 1785,3,390.06,1170.17
ITEM_001786,ORD_001849,Home & Kitchen,Home & Kitchen Product 1786,2,518.04,1036.09
ITEM_001787,ORD_007047,Electronics,Electronics Product 1787,3,1850.58,5551.74
ITEM_001788,ORD_005541,Electronics,Electronics Product 1788,3,1670.83,5012.48
ITEM_001789,ORD_005933,Fashion,Fashion Product 1789,2,560.72,1121.43
ITEM_001790,ORD_005525,Home & Kitchen,Home & Kitchen Product 1790,2,593.17,1186.33
ITEM_001791,ORD_003256,Beauty,Beauty Product 1791,1,155.78,155.78
ITEM_001792,ORD_007924,Home & Kitchen,Home & Kitchen Product 1792,1,387.35,387.35
ITEM_001793,ORD_006929,Electronics,Electronics Product 1793,2,1354.97,2709.94
ITEM_001794,ORD_006592,Home & Kitchen,Home & Kitchen Product 1794,3,310.77,932.31
ITEM_001795,ORD_004566,Electronics,Electronics Product 1795,2,1428.24,2856.48
ITEM_001796,ORD_002997,Electronics,Electronics Product 1796,3,1044.76,3134.29
ITEM_001797,ORD_000740,Electronics,Electronics Product 1797,2,1810.27,3620.55
ITEM_001798,ORD_006478,Electronics,Electronics Product 1798,3,670.41,2011.24
ITEM_001799,ORD_003233,Fashion,Fashion Product 1799,2,257.57,515.14
ITEM_001800,ORD_000115,Fashion,Fashion Product 1800,3,60.83,182.5
ITEM_001801,ORD_002167,Home & Kitchen,Home & Kitchen Product 1801,1,347.88,347.88
ITEM_001802,ORD_004396,Electronics,Electronics Product 1802,2,934.01,1868.02
ITEM_001803,ORD_001013,Home & Kitchen,Home & Kitchen Product 1803,1,605.53,605.53
ITEM_001804,ORD_003726,Electronics,Electronics Product 1804,3,463.13,1389.39
ITEM_001805,ORD_003020,Home & Kitchen,Home & Kitchen Product 1805,3,630.57,1891.72
ITEM_001806,ORD_005512,Home & Kitchen,Home & Kitchen Product 1806,2,320.92,641.84
