order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_002211,CUST_00266,2025-10-20 15:08:43,Web,Delivered,238.14,24.33,213.81,COD,
ORD_002212,CUST_01664,2025-10-20 22:56:19,App,Delivered,294.64,0.0,294.64,Wallet,
ORD_002213,CUST_00724,2025-12-13 20:22:22,Call Center,Delivered,232.75,0.0,232.75,Card,SAVE10
ORD_002214,CUST_00775,2025-12-27 02:25:12,Web,Delivered,403.31,29.72,373.59,Card,
ORD_002215,CUST_01848,2025-12-07 23:27:03,App,Delivered,354.59,27.84,326.75,Wallet,SAVE10
ORD_002216,CUST_01104,2025-12-08 23:55:39,Web,Delivered,230.2,31.35,198.85,Wallet,
ORD_002217,CUST_01701,2025-10-21 08:55:42,App,Delivered,378.3,38.88,339.42,COD,
ORD_002218,CUST_00413,2025-12-25 20:32:33,App,Delivered,449.67,95.71,353.96,Card,SAVE10
ORD_002219,CUST_01276,2025-10-31 02:43:35,Web,Delivered,385.74,0.0,385.74,Wallet,SAVE10
ORD_002220,CUST_01036,2025-11-24 17:12:00,Web,Delivered,964.59,0.0,964.59,Card,
ORD_002221,CUST_00401,2025-11-08 05:47:20,App,Delivered,127.24,7.13,120.11,Card,
ORD_002222,CUST_01840,2025-10-21 02:31:08,App,Delivered,362.36,0.0,362.36,Wallet,
ORD_002223,CUST_00724,2025-12-11 03:17:18,App,Cancelled,603.61,118.55,485.06,Card,
ORD_002224,CUST_00282,2025-11-26 22:59:51,App,Delivered,437.62,48.36,389.26,Card,SAVE10
ORD_002225,CUST_01136,2025-12-11 09:14:02,App,Delivered,391.66,0.0,391.66,Wallet,SAVE10
ORD_002226,CUST_00723,2025-12-10 09:55:32,App,Delivered,207.3,0.0,207.3,COD,
ORD_002227,CUST_01402,2025-10-12 04:26:36,Web,In Transit,724.51,73.29,651.22,COD,
ORD_002228,CUST_00751,2025-10-20 12:08:02,Call Center,Delivered,201.48,0.0,201.48,Wallet,
ORD_002229,CUST_00268,2025-11-17 21:29:56,App,Delivered,535.49,0.0,535.49,COD,
ORD_002230,CUST_01941,2025-12-21 01:41:23,App,Delivered,447.97,0.0,447.97,Card,
ORD_002231,CUST_00298,2025-12-24 09:35:44,Web,Returned,799.99,120.48,679.51,Apple Pay,
ORD_002232,CUST_01341,2025-12-07 17:32:31,Web,Delivered,276.66,32.67,243.99,Card,
ORD_002233,CUST_00570,2025-12-24 10:34:55,Call Center,Delivered,472.79,0.0,472.79,Apple Pay,
ORD_002234,CUST_00509,2026-01-03 14:06:48,App,Delivered,291.05,48.35,242.7,Card,
ORD_002235,CUST_01974,2025-11-21 03:37:02,App,Delivered,505.63,145.41,360.22,COD,
ORD_002236,CUST_00546,2025-12-10 11:07:05,App,Delivered,332.85,0.0,332.85,Wallet,
ORD_002237,CUST_00775,2025-12-15 17:54:05,Web,In Transit,514.63,0.0,514.63,Apple Pay,
ORD_002238,CUST_00365,2025-12-01 06:13:07,App,Delivered,446.64,63.83,382.81,Wallet,
ORD_002239,CUST_00547,2026-01-03 07:41:22,Web,Delivered,265.83,0.0,265.83,Card,
ORD_002240,CUST_00271,2025-10-29 17:24:31,App,Delivered,265.68,0.0,265.68,Card,SAVE10
ORD_002241,CUST_01985,2025-11-27 07:06:22,App,Delivered,385.19,0.0,385.19,Card,
ORD_002242,CUST_01498,2025-10-28 03:38:14,Web,Delivered,860.0,0.0,860.0,Card,SAVE10
ORD_002243,CUST_00739,2025-10-06 08:34:41,App,Delivered,552.85,0.0,552.85,COD,SAVE10
ORD_002244,CUST_00537,2025-12-29 01:52:56,Web,Delivered,326.06,32.63,293.43,Apple Pay,SAVE10
ORD_002245,CUST_01258,2025-11-12 13:04:59,App,Delivered,690.74,0.0,690.74,COD,
ORD_002246,CUST_00059,2025-12-08 14:41:09,App,Delivered,513.19,64.19,449.0,COD,
ORD_002247,CUST_01275,2025-11-10 05:55:13,App,Cancelled,620.22,80.45,539.77,COD,
ORD_002248,CUST_01871,2025-11-26 01:35:19,App,Delivered,366.71,0.0,366.71,COD,
ORD_002249,CUST_00086,2025-11-02 20:57:27,App,Cancelled,593.77,57.96,535.81,Wallet,
ORD_002250,CUST_00763,2025-11-02 09:47:28,Web,Delivered,576.15,0.0,576.15,Wallet,SAVE10
ORD_002251,CUST_00390,2025-10-13 10:13:47,Web,Delivered,440.61,25.03,415.58,COD,
ORD_002252,CUST_01204,2026-01-03 15:51:28,App,Delivered,293.7,0.0,293.7,Wallet,
ORD_002253,CUST_00719,2025-12-30 11:21:36,App,Delivered,503.32,0.0,503.32,Apple Pay,SAVE10
ORD_002254,CUST_00856,2025-10-14 03:50:51,Call Center,Delivered,544.39,0.0,544.39,Wallet,
ORD_002255,CUST_00149,2025-12-18 19:42:11,App,In Transit,124.76,0.0,124.76,Wallet,SAVE10
ORD_002256,CUST_00583,2025-10-17 13:10:07,App,Returned,522.24,0.0,522.24,Card,
ORD_002257,CUST_00121,2025-11-26 20:06:31,App,Delivered,708.6,153.03,555.57,COD,
ORD_002258,CUST_00765,2025-10-08 14:18:40,Web,Cancelled,633.46,52.27,581.19,COD,
ORD_002259,CUST_00605,2025-11-29 20:11:05,App,Delivered,273.73,44.08,229.65,COD,
ORD_002260,CUST_00256,2026-01-01 03:57:38,Web,Cancelled,396.16,89.04,307.12,COD,
ORD_002261,CUST_00766,2025-12-07 19:57:30,App,Delivered,182.65,31.81,150.84,Wallet,SAVE10
ORD_002262,CUST_00864,2025-11-15 13:01:36,App,In Transit,549.65,0.0,549.65,Wallet,
ORD_002263,CUST_00800,2025-12-12 01:21:28,App,Delivered,366.2,0.0,366.2,Apple Pay,SAVE10
ORD_002264,CUST_01333,2025-12-23 15:18:33,Web,Cancelled,827.17,180.55,646.62,COD,
ORD_002265,CUST_00059,2025-10-14 21:44:43,Web,Delivered,544.09,0.0,544.09,Wallet,
ORD_002266,CUST_01022,2025-12-14 23:11:36,App,Delivered,270.77,0.0,270.77,Wallet,
ORD_002267,CUST_01093,2025-12-10 01:47:50,App,Delivered,496.65,102.56,394.09,Card,
ORD_002268,CUST_01470,2025-11-23 23:39:43,Web,In Transit,237.76,0.0,237.76,Card,SAVE10
ORD_002269,CUST_00388,2025-11-11 22:05:48,Web,Delivered,283.75,0.0,283.75,Card,SAVE10
ORD_002270,CUST_01110,2025-12-19 13:43:39,App,Delivered,587.16,0.0,587.16,COD,
ORD_002271,CUST_00786,2025-10-31 13:53:50,Web,Delivered,210.81,33.47,177.34,COD,SAVE10
ORD_002272,CUST_01251,2025-11-12 18:11:51,App,In Transit,672.32,130.0,542.32,COD,SAVE10
ORD_002273,CUST_00593,2025-10-06 13:32:00,App,Delivered,374.85,35.0,339.85,Wallet,
ORD_002274,CUST_01650,2026-01-01 15:18:28,App,Delivered,15118.54,70.59,15047.95,Card,
ORD_002275,CUST_01208,2025-10-24 08:59:42,Web,Cancelled,506.93,0.0,506.93,Wallet,SAVE10
ORD_002276,CUST_01816,2025-11-16 08:55:41,App,Delivered,163.87,0.0,163.87,Card,SAVE10
ORD_002277,CUST_01346,2025-11-29 05:37:51,Web,Delivered,333.49,0.0,333.49,Wallet,SAVE10
ORD_002278,CUST_00909,2025-12-22 00:24:28,Web,Delivered,322.36,0.0,322.36,Wallet,
ORD_002279,CUST_01342,2025-12-25 17:07:28,Web,Cancelled,328.2,0.0,328.2,COD,SAVE10
ORD_002280,CUST_00566,2025-11-10 12:37:54,App,Delivered,895.18,0.0,895.18,Card,
ORD_002281,CUST_00399,2025-11-20 02:54:46,App,Delivered,744.27,0.0,744.27,Card,
ORD_002282,CUST_01733,2025-11-28 05:53:04,Call Center,Cancelled,443.67,0.0,443.67,Wallet,SAVE10
ORD_002283,CUST_00899,2025-11-30 15:16:10,Web,Delivered,825.18,0.0,825.18,Card,SAVE10
ORD_002284,CUST_01317,2025-12-05 14:17:21,Web,In Transit,242.61,63.44,179.17,Card,
ORD_002285,CUST_00293,2025-12-17 21:53:53,App,Delivered,277.98,0.0,277.98,COD,
ORD_002286,CUST_00485,2025-11-07 09:23:47,App,Delivered,264.45,0.0,264.45,COD,
ORD_002287,CUST_01923,2025-10-22 14:03:58,Web,Delivered,801.44,0.0,801.44,COD,
ORD_002288,CUST_01471,2025-12-14 11:54:35,App,Delivered,570.65,57.36,513.29,COD,
ORD_002289,CUST_00803,2025-12-10 21:11:46,Web,Delivered,436.65,0.0,436.65,Wallet,SAVE10
ORD_002290,CUST_01716,2025-11-04 10:12:02,App,Delivered,267.49,,267.49,Wallet,
ORD_002291,CUST_01916,2025-10-25 11:46:49,App,Cancelled,384.85,0.0,384.85,Card,SAVE10
ORD_002292,CUST_01436,2025-10-28 21:25:24,App,Delivered,409.47,0.0,409.47,Wallet,
ORD_002293,CUST_01532,2025-10-24 08:38:02,App,In Transit,390.96,0.0,390.96,COD,
ORD_002294,CUST_01758,2025-12-07 14:26:46,App,Delivered,664.46,0.0,664.46,COD,
ORD_002295,CUST_01810,2025-11-10 22:01:40,Web,Delivered,754.2,0.0,754.2,COD,
ORD_002296,CUST_00890,2025-12-29 07:35:15,App,In Transit,259.69,58.19,201.5,COD,
ORD_002297,CUST_00244,2025-11-06 08:38:35,App,Delivered,517.67,0.0,517.67,Wallet,
ORD_002298,CUST_01444,2025-11-17 05:34:10,Web,Cancelled,711.49,41.26,670.23,Card,
ORD_002299,CUST_01953,2025-12-04 16:09:18,App,Delivered,193.9,0.0,193.9,Wallet,
ORD_002300,CUST_00960,2025-11-03 01:28:43,App,Delivered,240.7,0.0,240.7,Wallet,SAVE10
ORD_002301,CUST_01178,2025-11-28 05:52:35,Web,Delivered,257.26,0.0,-257.26,Card,
ORD_002302,CUST_00816,2026-01-02 04:35:09,Call Center,Delivered,357.12,100.53,256.59,Card,
ORD_002303,CUST_01448,2025-12-11 13:27:26,App,Delivered,415.31,0.0,415.31,Wallet,
ORD_002304,CUST_00273,2025-10-23 18:54:03,App,Delivered,292.9,0.0,292.9,Card,
ORD_002305,CUST_01960,2025-10-16 06:38:09,Web,Delivered,382.09,0.0,382.09,Card,
ORD_002306,CUST_01671,2025-11-15 16:29:36,App,Delivered,664.83,0.0,664.83,Card,
ORD_002307,CUST_01849,2025-12-20 08:26:26,Web,In Transit,707.23,0.0,707.23,Card,
ORD_002308,CUST_00520,2025-12-10 08:25:19,Call Center,In Transit,624.89,0.0,624.89,Card,
ORD_002309,CUST_01152,2025-11-18 21:56:58,Call Center,Delivered,281.93,35.55,246.38,Card,
ORD_002310,CUST_01397,2025-12-24 00:06:57,App,Delivered,539.95,60.48,479.47,Wallet,
ORD_002311,CUST_00568,2025-11-17 20:45:35,App,Delivered,366.04,0.0,366.04,Wallet,
ORD_002312,CUST_00638,2025-10-13 20:45:20,Call Center,Delivered,201.89,19.25,182.64,Card,
ORD_002313,CUST_00159,2025-12-28 09:21:52,App,Delivered,296.3,0.0,296.3,COD,
ORD_002314,CUST_01595,2025-11-28 22:58:25,App,Returned,576.37,79.01,497.36,Card,
ORD_002315,CUST_01594,2025-12-16 05:24:12,Web,Delivered,562.28,50.24,512.04,COD,
ORD_002316,CUST_00652,2025-12-23 16:54:20,App,Delivered,132.6,0.0,132.6,Card,SAVE10
ORD_002317,CUST_00176,2025-12-11 06:54:48,App,Cancelled,398.89,53.36,345.53,Card,
ORD_002318,CUST_01951,2026-01-01 00:54:52,Web,Delivered,441.61,0.0,441.61,Apple Pay,
ORD_002319,CUST_00620,2025-11-16 01:54:52,App,Cancelled,410.2,0.0,410.2,Apple Pay,
ORD_002320,CUST_00211,2025-10-13 00:49:08,App,Delivered,1042.05,67.52,974.53,COD,
ORD_002321,CUST_00447,2025-10-08 21:06:32,App,Delivered,269.51,0.0,269.51,Card,
ORD_002322,CUST_00586,2025-12-25 02:16:55,Web,Cancelled,461.94,0.0,461.94,COD,
ORD_002323,CUST_00167,2025-11-30 19:47:40,App,Delivered,709.69,0.0,709.69,Apple Pay,
ORD_002324,CUST_00460,2025-12-15 13:33:51,App,Delivered,228.11,12.35,215.76,Card,
ORD_002325,CUST_00916,2025-12-09 18:17:30,Web,Delivered,413.0,0.0,413.0,Card,SAVE10
ORD_002326,CUST_01381,2025-10-18 07:20:05,Web,In Transit,665.67,0.0,665.67,COD,
ORD_002327,CUST_01328,2025-10-15 16:04:48,App,Delivered,360.72,0.0,360.72,COD,
ORD_002328,CUST_01257,2025-11-20 15:23:53,Web,Delivered,468.41,0.0,468.41,Card,SAVE10
ORD_002329,CUST_01351,2025-12-31 08:21:56,App,Delivered,324.56,32.11,292.45,Wallet,
ORD_002330,CUST_01908,2025-12-31 01:55:07,Web,Delivered,491.33,0.0,491.33,COD,
ORD_002331,CUST_01206,2026-01-03 23:21:04,App,Delivered,407.18,37.82,369.36,Card,SAVE10
ORD_002332,CUST_01658,2025-10-07 14:36:06,App,Delivered,291.01,23.97,267.04,Card,SAVE10
ORD_002333,CUST_01358,2025-12-30 11:41:45,Web,Delivered,318.9,0.0,318.9,Apple Pay,
ORD_002334,CUST_01739,2025-12-12 06:41:01,App,Delivered,339.75,0.0,339.75,Wallet,SAVE10
ORD_002335,CUST_01991,2025-12-13 20:41:46,App,In Transit,616.53,51.21,565.32,Card,
ORD_002336,CUST_01053,2025-12-15 01:34:15,App,Delivered,479.57,,479.57,Card,
ORD_002337,CUST_00714,2025-12-24 09:13:59,Web,Delivered,533.15,87.62,445.53,COD,SAVE10
ORD_002338,CUST_01117,2025-12-07 13:25:26,App,Delivered,352.91,79.33,273.58,Wallet,SAVE10
ORD_002339,CUST_00841,2025-10-17 04:58:25,App,Delivered,122.06,8.05,114.01,Card,SAVE10
ORD_002340,CUST_00868,2025-10-31 16:32:20,App,Cancelled,485.93,110.93,375.0,Card,
ORD_002341,CUST_00688,2026-01-01 17:46:59,App,Delivered,618.33,0.0,618.33,Card,SAVE10
ORD_002342,CUST_00330,2025-11-01 15:04:20,App,Delivered,509.0,0.0,509.0,Apple Pay,
ORD_002343,CUST_01747,2025-12-31 06:41:13,App,Delivered,289.88,0.0,289.88,Wallet,
ORD_002344,CUST_01208,2025-10-13 05:37:50,App,In Transit,319.95,0.0,319.95,COD,
ORD_002345,CUST_00095,2026-01-01 17:22:55,App,Delivered,90.97,0.0,90.97,Card,
ORD_002346,CUST_00785,2025-11-16 10:57:50,Web,Delivered,320.8,0.0,320.8,Card,
ORD_002347,CUST_00649,2025-11-21 08:25:50,Web,Delivered,410.83,0.0,410.83,COD,
ORD_002348,CUST_01773,2025-11-04 06:33:15,Web,In Transit,336.18,0.0,336.18,COD,SAVE10
ORD_002349,CUST_00353,2025-12-25 03:20:07,App,Delivered,297.95,0.0,297.95,COD,
ORD_002350,CUST_00930,2025-11-16 11:28:39,Call Center,Cancelled,366.64,0.0,366.64,Card,SAVE10
ORD_002351,CUST_00941,2026-01-03 23:34:09,App,Delivered,392.38,0.0,392.38,Wallet,SAVE10
ORD_002352,CUST_00984,2025-12-02 23:41:49,Call Center,Delivered,525.75,43.76,481.99,Wallet,SAVE10
ORD_002353,CUST_01289,2025-10-21 11:44:05,App,In Transit,439.64,0.0,439.64,Card,
ORD_002354,CUST_01671,2025-12-22 07:55:16,App,Delivered,231.57,13.08,218.49,Wallet,SAVE10
ORD_002355,CUST_01680,2025-11-15 15:39:45,App,Delivered,365.89,70.09,295.8,Wallet,SAVE10
ORD_002356,CUST_01043,2025-10-29 14:18:51,App,Returned,175.79,24.77,151.02,Card,
ORD_002357,CUST_01767,2025-12-01 02:39:53,Web,Delivered,508.75,0.0,508.75,Wallet,SAVE10
ORD_002358,CUST_00646,2025-12-06 19:12:03,Web,Delivered,654.74,45.65,609.09,Card,
ORD_002359,CUST_00626,2025-12-01 11:35:50,Call Center,Delivered,442.79,0.0,442.79,COD,
ORD_002360,CUST_01523,2025-12-11 03:25:00,Web,Delivered,420.57,57.16,363.41,COD,
ORD_002361,CUST_00139,2025-12-19 13:12:48,App,In Transit,855.39,0.0,855.39,Wallet,SAVE10
ORD_002362,CUST_01661,2025-11-27 17:02:22,App,Delivered,716.6,105.7,610.9,COD,
ORD_002363,CUST_00716,2025-10-08 05:28:47,Call Center,Delivered,558.27,41.75,516.52,Card,
ORD_002364,CUST_01597,2025-11-17 21:29:12,Web,Delivered,373.96,0.0,373.96,Apple Pay,
ORD_002365,CUST_00762,2025-10-17 08:12:09,Web,Delivered,193.22,18.51,174.71,Apple Pay,
ORD_002366,CUST_01834,2025-10-30 22:14:51,App,Cancelled,670.71,0.0,670.71,Card,SAVE10
ORD_002367,CUST_01549,2025-10-08 11:05:36,App,Cancelled,564.29,0.0,564.29,COD,SAVE10
ORD_002368,CUST_01932,2025-10-10 20:09:18,Call Center,Delivered,1057.69,0.0,1057.69,Card,SAVE10
ORD_002369,CUST_00255,2025-10-18 22:15:39,App,Delivered,620.37,0.0,620.37,Card,
ORD_002370,CUST_01109,2025-12-20 00:18:44,App,Cancelled,266.27,0.0,266.27,COD,
ORD_002371,CUST_01482,2025-12-24 19:54:30,App,Delivered,432.52,0.0,432.52,Card,
ORD_002372,CUST_01556,2026-01-02 09:30:31,Web,Delivered,438.33,0.0,438.33,Card,SAVE10
ORD_002373,CUST_01586,2026-01-01 04:33:53,App,Delivered,290.43,20.16,270.27,Wallet,
ORD_002374,CUST_00676,2025-10-11 12:58:59,App,Delivered,662.31,0.0,662.31,COD,SAVE10
ORD_002375,CUST_00092,2025-10-08 19:25:23,App,In Transit,546.63,0.0,546.63,Apple Pay,SAVE10
ORD_002376,CUST_01624,2025-10-29 11:26:06,App,Delivered,424.23,0.0,424.23,COD,
ORD_002377,CUST_01093,2025-11-30 14:43:49,App,Returned,509.93,0.0,509.93,Apple Pay,
ORD_002378,CUST_00037,2025-12-31 15:49:41,App,Delivered,547.59,56.43,491.16,COD,
ORD_002379,CUST_01789,2025-12-01 03:35:07,Call Center,Delivered,1431.25,0.0,1431.25,Card,
ORD_002380,CUST_01788,2025-10-28 13:55:08,Call Center,Returned,320.98,0.0,320.98,COD,
ORD_002381,CUST_00140,2025-10-15 09:02:41,App,In Transit,250.33,67.72,182.61,Wallet,SAVE10
ORD_002382,CUST_00867,2025-12-29 10:33:03,Web,Delivered,170.53,0.0,170.53,Card,SAVE10
ORD_002383,CUST_01917,2025-12-02 21:35:54,Web,Delivered,259.8,0.0,259.8,Card,
ORD_002384,CUST_00680,2025-12-06 10:33:55,App,In Transit,160.97,32.99,127.98,COD,
ORD_002385,CUST_01590,2025-11-18 14:56:35,App,Delivered,887.92,0.0,887.92,COD,
ORD_002386,CUST_01922,2025-12-30 13:47:41,App,Delivered,565.91,47.73,518.18,COD,
ORD_002387,CUST_01202,2026-01-02 15:06:54,App,Delivered,605.77,0.0,605.77,Apple Pay,
ORD_002388,CUST_01833,2025-12-14 14:16:29,App,Delivered,774.91,0.0,774.91,Card,SAVE10
ORD_002389,CUST_01837,2025-11-26 16:31:45,Web,Delivered,542.36,0.0,542.36,COD,SAVE10
ORD_002390,CUST_01895,2025-10-08 04:58:21,App,Delivered,907.94,0.0,907.94,Apple Pay,
ORD_002391,CUST_01642,2026-01-02 09:08:18,Web,Delivered,808.3,57.91,750.39,Card,SAVE10
ORD_002392,CUST_00137,2025-12-10 08:18:36,App,Delivered,597.17,0.0,597.17,Card,
ORD_002393,CUST_00190,2025-10-23 01:35:42,App,Delivered,998.08,126.46,871.62,Card,SAVE10
ORD_002394,CUST_01664,2025-11-15 16:39:54,App,Delivered,649.11,0.0,649.11,Card,
ORD_002395,CUST_00342,2025-10-31 10:52:52,App,Delivered,460.43,0.0,460.43,COD,SAVE10
ORD_002396,CUST_01583,2025-11-01 23:42:50,Web,Delivered,720.33,87.43,632.9,COD,SAVE10
ORD_002397,CUST_01029,2025-11-19 10:21:18,Web,Delivered,449.88,0.0,449.88,Wallet,SAVE10
ORD_002398,CUST_00972,2025-10-28 06:16:53,App,Returned,497.45,0.0,497.45,Card,
ORD_002399,CUST_01281,2025-10-16 10:42:42,Web,Delivered,406.92,0.0,406.92,Card,
ORD_002400,CUST_01836,2025-11-25 11:03:17,Call Center,Delivered,513.9,0.0,513.9,Wallet,
ORD_002401,CUST_00662,2025-10-28 00:37:26,Web,Delivered,598.58,0.0,598.58,Wallet,
ORD_002402,CUST_01830,2025-11-08 05:21:09,App,Delivered,199.79,16.26,183.53,Card,
ORD_002403,CUST_00243,2025-11-26 00:19:37,Web,Cancelled,589.18,80.75,508.43,Card,
ORD_002404,CUST_01811,2025-11-18 04:45:41,App,Delivered,616.82,35.35,581.47,Wallet,
ORD_002405,CUST_01744,2025-11-26 21:00:48,Web,Cancelled,361.37,65.11,296.26,Card,
ORD_002406,CUST_00415,2025-11-01 17:04:06,App,Delivered,419.49,81.91,337.58,COD,
ORD_002407,CUST_01651,2025-11-02 07:20:03,App,Delivered,411.19,0.0,411.19,Card,
ORD_002408,CUST_00707,2025-11-16 09:05:15,App,Delivered,665.65,0.0,665.65,Card,
ORD_002409,CUST_00343,2025-11-15 03:43:18,App,Delivered,658.94,56.24,602.7,Card,
ORD_002410,CUST_00682,2025-10-27 02:29:44,Call Center,In Transit,514.88,0.0,514.88,Wallet,
ORD_002411,CUST_01403,2025-12-05 20:00:29,App,Delivered,1202.86,0.0,1202.86,COD,
ORD_002412,CUST_01618,2025-11-01 03:23:38,App,Delivered,219.36,0.0,219.36,Card,
ORD_002413,CUST_01690,2025-11-13 02:13:16,Call Center,Delivered,300.12,57.18,242.94,Card,
ORD_002414,CUST_00653,2025-12-10 12:03:40,App,In Transit,563.63,118.25,445.38,COD,SAVE10
ORD_002415,CUST_01850,2026-01-01 00:25:02,App,In Transit,201.88,27.54,174.34,Card,
ORD_002416,CUST_00146,2025-10-17 13:50:09,Web,Delivered,846.28,0.0,846.28,Card,
ORD_002417,CUST_00323,2025-10-07 07:09:28,App,Delivered,384.72,0.0,384.72,Card,SAVE10
ORD_002418,CUST_00122,2025-11-30 21:13:25,App,Delivered,884.86,0.0,884.86,Card,
ORD_002419,CUST_01276,2026-01-03 01:12:35,App,Delivered,616.24,32.19,584.05,COD,
ORD_002420,CUST_01879,2025-11-02 05:55:12,Web,Delivered,749.56,60.12,689.44,Wallet,
ORD_002421,CUST_01923,2025-12-28 19:06:16,Call Center,Delivered,425.99,40.56,385.43,Card,
ORD_002422,CUST_00311,2025-12-01 04:00:58,App,Returned,747.09,0.0,747.09,Card,
ORD_002423,CUST_00601,2025-12-09 02:10:22,App,Cancelled,849.13,0.0,849.13,Card,
ORD_002424,CUST_00475,2025-11-14 11:57:41,App,Delivered,386.7,0.0,386.7,Card,SAVE10
ORD_002425,CUST_00570,2025-11-04 19:34:23,Web,Delivered,514.79,0.0,514.79,Apple Pay,
ORD_002426,CUST_01516,2026-01-02 17:45:43,App,Returned,517.01,0.0,517.01,Card,
ORD_002427,CUST_00575,2025-10-26 23:34:38,Web,Delivered,327.19,0.0,327.19,Card,SAVE10
ORD_002428,CUST_00347,2025-11-01 11:55:58,App,Delivered,497.66,120.65,377.01,COD,
ORD_002429,CUST_00820,2025-10-09 00:30:41,Call Center,Cancelled,478.73,42.1,436.63,COD,SAVE10
ORD_002430,CUST_01511,2025-12-08 00:27:18,Web,Delivered,687.23,38.73,648.5,COD,SAVE10
ORD_002431,CUST_01497,2025-12-21 23:53:57,Web,Delivered,494.25,0.0,494.25,Apple Pay,
ORD_002432,CUST_00382,2025-11-13 05:09:37,App,Delivered,727.97,0.0,727.97,Card,
ORD_002433,CUST_01304,2025-11-24 17:24:31,Web,Delivered,1012.84,0.0,1012.84,Card,
ORD_002434,CUST_00072,2025-10-10 13:15:45,App,Delivered,391.92,0.0,391.92,Card,SAVE10
ORD_002435,CUST_00521,2025-10-21 20:40:03,App,Delivered,498.22,71.19,427.03,COD,
ORD_002436,CUST_01390,2025-11-14 23:13:23,App,Delivered,355.34,0.0,355.34,COD,SAVE10
ORD_002437,CUST_00933,2025-11-02 03:37:51,Web,Returned,313.11,0.0,313.11,COD,
ORD_002438,CUST_01118,2025-11-04 09:14:31,Web,Delivered,420.81,0.0,420.81,Card,
ORD_002439,CUST_01397,2025-10-07 20:03:41,App,Delivered,928.38,70.42,857.96,Card,
ORD_002440,CUST_00339,2025-11-17 14:52:38,Web,Delivered,627.25,163.37,463.88,Wallet,
ORD_002441,CUST_01461,2025-11-20 22:22:57,App,Delivered,642.35,66.94,575.41,COD,
ORD_002442,CUST_01360,2025-12-26 06:55:30,Web,Delivered,598.23,0.0,598.23,Wallet,SAVE10
ORD_002443,CUST_00664,2025-10-14 04:33:29,Web,Delivered,324.72,0.0,324.72,Card,
ORD_002444,CUST_01516,2025-12-27 12:42:32,Web,Delivered,305.8,40.22,265.58,Apple Pay,
ORD_002445,CUST_01941,2025-12-29 15:08:44,App,Delivered,330.58,0.0,330.58,Card,
ORD_002446,CUST_01892,2025-12-02 17:59:29,Call Center,Delivered,119.33,0.0,119.33,COD,SAVE10
ORD_002447,CUST_00040,2025-12-27 14:55:46,Web,Delivered,650.94,0.0,650.94,Wallet,SAVE10
ORD_002448,CUST_01383,2025-11-05 03:00:07,Web,Delivered,792.21,0.0,792.21,Wallet,
ORD_002449,CUST_00574,2025-10-08 15:54:59,App,Delivered,823.73,0.0,823.73,Card,
ORD_002450,CUST_01278,2025-10-30 05:44:29,Web,Returned,386.41,50.37,336.04,COD,
ORD_002451,CUST_00966,2025-10-16 15:04:01,Web,In Transit,579.53,0.0,579.53,Card,
ORD_002452,CUST_00581,2025-12-15 21:11:17,App,Delivered,571.48,77.59,493.89,Wallet,
ORD_002453,CUST_01422,2025-11-05 08:32:19,App,Cancelled,384.91,97.76,287.15,Card,
ORD_002454,CUST_01781,2025-10-21 00:30:16,App,Delivered,414.64,0.0,414.64,Card,
ORD_002455,CUST_01901,2025-12-09 11:28:19,Web,Cancelled,395.02,0.0,395.02,Apple Pay,
ORD_002456,CUST_00170,2025-12-25 18:48:56,App,Delivered,742.56,0.0,742.56,Apple Pay,SAVE10
ORD_002457,CUST_01714,2025-11-28 17:32:36,App,Delivered,186.61,19.27,167.34,Card,SAVE10
ORD_002458,CUST_00701,2025-11-25 13:15:57,Web,Delivered,97.43,0.0,97.43,Card,SAVE10
ORD_002459,CUST_00511,2025-10-10 08:33:50,App,Delivered,672.03,64.9,607.13,Card,
ORD_002460,CUST_01284,2025-10-17 14:27:55,App,Delivered,561.06,33.78,527.28,COD,SAVE10
ORD_002461,CUST_00584,2025-12-03 18:57:46,App,Delivered,504.4,131.8,372.6,Wallet,SAVE10
ORD_002462,CUST_00984,2025-10-09 16:27:22,Web,Delivered,1177.91,161.47,1016.44,Card,
ORD_002463,CUST_00459,2025-10-29 00:56:29,Web,Delivered,565.84,0.0,565.84,Card,
ORD_002464,CUST_00529,2025-11-20 10:58:46,App,Delivered,464.75,0.0,464.75,Card,SAVE10
ORD_002465,CUST_01906,2025-12-13 03:36:43,Call Center,Delivered,742.6,0.0,742.6,Card,
ORD_002466,CUST_00341,2025-12-07 16:27:27,App,Cancelled,316.48,0.0,316.48,Apple Pay,
ORD_002467,CUST_00057,2025-12-22 23:09:56,Call Center,Delivered,546.33,43.88,502.45,Card,
ORD_002468,CUST_00218,2025-11-05 05:53:02,App,In Transit,450.96,82.57,368.39,COD,
ORD_002469,CUST_00619,2025-10-22 10:35:45,App,Cancelled,698.59,154.71,543.88,Wallet,SAVE10
ORD_002470,CUST_00816,2025-11-12 17:56:05,App,Delivered,141.82,0.0,141.82,Wallet,
ORD_002471,CUST_01964,2025-12-17 17:12:47,App,Delivered,724.9,0.0,724.9,Card,
ORD_002472,CUST_01709,2025-10-09 00:30:46,App,Delivered,141.39,0.0,141.39,COD,SAVE10
ORD_002473,CUST_00731,2025-10-17 09:26:53,Web,Cancelled,876.26,0.0,876.26,Apple Pay,
